src_id,dst_id,weight
15,9429,127
15,9430,25
15,9432,262
15,9434,150
15,9446,18
15,9449,15
15,9455,68
15,9459,1520
15,9463,3126
15,9465,31
15,9467,44
15,9469,30
15,9478,30
15,9484,480
15,9492,60
15,9495,20
15,9498,300
15,9502,93
15,9503,430
15,9526,30
15,9540,699
15,9541,97
15,9554,500
15,9555,50
15,9557,60
15,9558,78
15,9564,388
15,9571,55
15,9576,30
15,9579,56
15,9583,36
15,9587,30
15,9591,3854
15,9600,30
15,9635,30
15,9656,72
15,9669,488
15,9687,24
15,9688,20
15,9696,50
15,9698,85
15,9702,40
15,9703,140
15,9707,25
15,9710,80
15,9713,60
15,9714,10
15,9719,58
15,9730,25
15,9731,30
15,9747,30
15,9760,30
15,9762,50
15,9808,17
17,145,25
17,314,50
17,368,100
17,774,123
17,1062,150
17,1335,35
17,1788,12
17,2278,25
17,2363,20
17,3539,25
17,4045,50
17,4414,50
17,4543,60
17,5643,135
17,6341,25
17,8677,100
19,349,40
19,3853,15
21,614,110
21,1025,25
21,1652,80
21,3680,50
21,4432,10
21,5633,20
26,1736,90
27,1025,55
28,93,50
28,240,25
28,264,490
28,826,25
28,848,165
28,865,10
28,893,8467
28,1023,50
28,1083,330
28,1095,72
28,1266,2705
28,1333,332
28,1406,80
28,1574,12
28,1758,35
28,1785,917
28,1867,390
28,2185,465
28,2661,810
28,2663,956
28,2667,25
28,2676,20
28,2862,75
28,3489,109
28,3837,10
28,4418,30
28,4456,25
28,4470,70
28,4480,76
28,6027,54
28,9465,56
28,9484,65
30,98,20
31,9,30
31,30,10
31,33,1235
31,34,30
31,174,30
31,200,10
31,203,375
31,287,75
31,304,150
31,314,175
31,368,50
31,370,2155
31,401,30
31,436,6115
31,542,55
31,689,108
31,751,50
31,753,50
31,756,1170
31,757,110
31,766,125
31,781,50
31,826,125
31,831,25
31,845,50
31,853,40
31,857,50
31,876,225
31,943,704
31,948,100
31,1037,75
31,1039,50
31,1040,20
31,1067,150
31,1089,110
31,1121,50
31,1134,50
31,1162,450
31,1184,995
31,1239,25
31,1261,75
31,1317,1565
31,1349,225
31,1373,16
31,1375,20
31,1390,50
31,1432,10
31,1567,200
31,1599,60
31,1619,42
31,1682,15
31,1698,15
31,1758,100
31,1890,75
31,1905,35
31,1927,150
31,1945,126
31,1946,55
31,1954,30
31,2162,100
31,2201,30
31,2370,369
31,2592,55
31,2660,25
31,2673,65
31,2701,150
31,2798,320
31,2802,125
31,2815,390
31,2846,30
31,2894,25
31,2932,36
31,2936,25
31,3128,325
31,3172,685
31,3421,50
31,3778,25
31,4472,25
31,4511,25
31,4590,30
31,4762,5
31,9213,25
31,9458,240
31,9614,10
31,9686,25
32,145,75
32,203,20
32,304,60
32,314,220
32,370,480
32,831,25
32,1057,275
32,1134,25
32,1188,5
32,1739,200
32,2237,60
32,3128,585
32,3581,65
32,6619,25
32,9228,25
32,9317,5
32,9626,50
33,314,50
33,370,300
33,665,525
33,731,84
33,1057,50
33,2002,125
33,2089,25
33,3128,340
35,2,108
36,2132,15
36,2986,60
36,6525,12
39,50,690
39,240,60
39,301,12
39,314,60
39,378,45
39,516,30
39,859,45
39,1171,70
39,1392,30
39,1598,25
39,1758,50
39,1785,843
39,1927,30
39,1933,20
39,2242,25
39,2560,140
39,2663,430
39,2940,24
39,3178,300
39,3428,5
39,3484,90
39,3791,30
39,3837,169
39,4418,95
39,4529,5
39,6027,84
39,9465,214
39,9540,5
40,41,515
43,52,96
43,850,48
43,1625,44
43,2187,24
43,3024,116
43,3867,65
43,4110,128
43,4475,20
43,4531,168
43,6638,44
43,9467,50
43,9739,6
44,452,5
44,826,25
44,1173,50
44,1309,75
44,1333,795
44,1492,50
44,1598,100
44,1627,240
44,1785,937
44,1849,10
44,1882,15
44,1963,60
44,2663,335
44,3489,86
47,940,55
50,1800,66
51,1512,136
51,2037,107
51,3066,79
51,3677,5
51,3939,100
51,4420,20
51,4735,12
51,5686,123
51,6100,25
51,6707,20
52,2187,24
52,3827,6
52,3867,66
52,4924,45
52,6827,24
53,4645,1425
53,5459,294
56,1081,20
56,2247,2177
58,3280,1934
58,4923,223
58,5832,53
59,1428,180
59,5663,12
59,5870,50
59,9349,60
68,252,29363
68,1769,2851
68,1921,4277
68,2489,45
68,2496,769
68,4264,60
68,4295,950
68,4325,472
68,4331,325
68,4361,68
68,4378,41
68,4964,10677
68,4974,71
68,5018,223
68,6951,175
68,6973,453
68,6982,15
68,6990,612
68,7010,133
68,7043,408
68,7052,545
68,7120,325
68,7196,2635
68,7222,313
68,7326,292
68,7397,5
68,7400,136
68,7496,229
68,7515,11
68,7536,242
68,7545,86
68,7577,205
68,7596,319
68,7599,95
68,7756,168
68,7796,70
68,8201,16
68,8204,3558
68,8266,187
68,8283,2159
68,8344,42
68,8550,274
68,8567,100
68,8596,53
68,8818,30
68,9020,104
72,2124,10
73,4144,5
80,9,20
80,200,102
80,654,60
80,659,65
80,670,1176
80,674,40
80,748,40
80,1025,85
80,1053,20
80,1266,626
80,1301,40
80,1307,777
80,1624,5
80,1705,50
80,1707,10
80,1736,3205
80,1800,138
80,1882,5
80,2031,55
80,2067,200
80,2075,36
80,2079,40
80,2229,20
80,2676,20
80,2784,5
80,2872,59
80,3296,40
80,3324,36
80,3330,110
80,3749,2158
80,3756,40
80,3757,10
80,3763,40
80,4004,225
80,4470,140
80,4595,64
80,4616,20
80,4618,130
80,4667,119
80,4840,15
80,4855,470
80,5180,580
80,5390,24
80,5414,105
80,5505,15
80,5572,20
80,5617,15
80,5621,15
80,5663,44
80,6425,20
83,4293,5
83,4294,15
83,4359,120
84,583,62
84,970,368
84,980,42
84,2626,5
84,2667,20
84,2761,15
84,3993,6
84,6431,24
84,6675,15
86,6,160
86,178,5
86,197,9343
86,200,130
86,294,25
86,405,180
86,586,700
86,607,88
86,642,196
86,649,25
86,797,25
86,956,685
86,959,3
86,962,2098
86,967,25
86,1269,39656
86,1276,1301
86,1736,96
86,1747,75
86,1760,10
86,1927,50
86,2634,1978
86,2637,78
86,2723,4991
86,2872,56
86,2981,141
86,3025,25
86,3199,199
86,3200,20
86,3533,25
86,3652,180
86,3737,58
86,3828,50
86,4484,825
86,4613,40393
86,5262,80
89,35,48
89,9572,36
90,2,689
90,3,200
90,5,204
90,9,164
90,15,458253
90,20,3327
90,23,3763
90,28,47205
90,31,84592
90,32,6767
90,34,1391
90,43,2075
90,44,20742
90,51,187
90,82,50
90,84,6002
90,86,62044
90,87,2095
90,93,1524
90,95,199
90,97,5
90,99,5
90,104,60
90,107,163
90,133,484
90,135,398
90,136,37169
90,140,22219
90,141,9615
90,146,25
90,147,2
90,151,2561
90,155,2604
90,167,350
90,169,52856
90,177,224
90,178,19254
90,179,20
90,180,20470
90,188,161246
90,192,2748
90,193,1760
90,195,9374
90,198,639351
90,208,116256
90,229,111
90,247,2152
90,250,594
90,251,9174
90,252,17339
90,260,375
90,261,126
90,262,30
90,263,302
90,265,310
90,271,606
90,273,21257
90,274,532
90,276,9748
90,290,3399
90,291,10417
90,292,30126
90,293,1014
90,294,6069
90,298,13580
90,299,6423
90,301,6364
90,303,15029
90,304,43787
90,320,8878
90,323,5416
90,324,61
90,327,24
90,329,3065
90,336,83496
90,343,490
90,347,711
90,354,5497
90,357,13095
90,361,840
90,362,177
90,367,198
90,375,113021
90,385,15393
90,387,277479
90,389,116579
90,392,60
90,401,600
90,407,519
90,408,4599
90,409,924
90,414,108901
90,416,1884
90,418,860
90,419,830
90,420,5471
90,423,3949
90,424,3679
90,425,1644
90,427,883
90,428,4935
90,430,176
90,432,84987
90,433,34223
90,442,399
90,447,1255
90,448,27
90,453,1545
90,457,759
90,461,2340
90,463,57159
90,466,15
90,481,83787
90,491,5081
90,492,39
90,505,33226
90,509,10
90,514,23028
90,515,95
90,519,30120
90,522,13194
90,534,15765
90,536,10772
90,542,90426
90,545,29395
90,553,70
90,557,17413
90,562,179
90,563,174
90,568,129
90,570,4247
90,571,302
90,573,2660
90,575,4311
90,579,25
90,581,1283
90,583,135
90,585,510
90,587,135
90,588,1046
90,589,29
90,592,3213
90,597,10
90,604,320
90,607,1524
90,608,2057
90,610,495
90,612,11852
90,614,20154
90,618,95051
90,625,33299
90,627,2149
90,632,125
90,633,105
90,642,37
90,647,16790
90,650,478
90,666,35887
90,669,9725
90,673,296
90,676,2243
90,677,234
90,689,559
90,692,436
90,701,1088
90,703,707
90,704,1195
90,705,2409
90,712,225
90,721,4829
90,732,682
90,733,190
90,735,826
90,739,300
90,743,1005
90,744,362
90,747,71
90,748,25
90,758,42
90,761,824
90,785,1780
90,802,2119
90,809,104
90,812,471
90,817,1852
90,824,9451
90,826,220
90,832,1343
90,836,3225
90,837,244
90,843,924
90,853,850
90,855,18911
90,863,50662
90,869,6
90,876,4924
90,882,584
90,883,354
90,891,2550
90,911,26
90,917,3272
90,918,62
90,919,48
90,920,40
90,923,3922
90,928,4913
90,935,1699
90,942,102
90,943,4205
90,949,5
90,951,10
90,959,33250
90,963,175
90,964,95
